Intent Type,conversationId,Round 1 Successful,Round 1 Successful but Misrouted,Round 1 Understood but Incorrect,Round 1 Not Understood,Round 2 Successful,Round 2 Successful but Misrouted,Round 2 Understood but Incorrect,Round 2 Not Understood,usertext1,confidence1_1,userresponse1_1,interpretation1_1,interpretation1_2,usertext2,confidence2_1,userresponse2_1,interpretation2_1,interpretation2_2,directagentflag,issuegroup,latest_queue_key,top_transfer_path
BILLING,62c3e4c2-6980-414f-aa55-05b07d03dc43,1,0,0,0,0,0,0,0,"Hello, my invoices don't match the amount on my credit card statement",High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,630de06f-6749-46f7-be4e-bd5d583bdb13,0,0,1,0,1,0,0,0,my account has been charged 120.95 for software that i did not want,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,i have been charged for software that i did not ask for,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,63c8e3b8-5722-40cc-8bd3-28963e6a438a,1,0,0,0,0,0,0,0,Credit card,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,66caddde-610e-48ab-90ae-e7e2c30206fa,1,0,0,0,0,0,0,0,cancelling subscription and getting refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,67793b4b-9829-4e9a-900c-451ca3be1247,1,0,0,0,0,0,0,0,Please send me the invoices regarding Wadis payments. you have my mail: rikig@wadis-co.com,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6842d4ff-99bc-47a3-b4b4-c7aecaaa63a5,1,0,0,0,0,0,0,0,"Hello. I subscribed creative cloud yearly plan for students and teacher last month. While i was looking for next payment date on the adobe website, somehow i accidently pressed cancellation of yearly plan and saw """"""""penalty fee would be charged"""""""". I thought i didnt press """"""""cancel"""""""", but I didnt know what happened to that, and a few minutes ago i got a notification that i charged the penalty fee for cancelling the membership. I'd like to maintain my membership still, and and get back the penalty charge I 've paid.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,69fc234d-4e81-4579-a152-ae7306256db7,1,0,0,0,0,0,0,0,look like my account have problem about billing,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6ab92b6e-1ac2-4a01-8f69-6fa9827876d1,1,0,0,0,0,0,0,0,Hi. I would like to update our billing information to include tax-exempt status. As well as receive a credit for taxes that have been charged to the account.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6c3ebf8d-7626-4af3-9e63-f3ea93bdb20e,1,0,0,0,0,0,0,0,Hi I signed up for a product for the company I work in a couple of months ago. I am sure that I signed up for a one month period but we have now been charged again and it seems this is a monthly subscription. This is not what I signed up for and I want to cancel the subscription.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6cf06b6c-8bc2-4456-940e-c8d18e5a2e8b,0,0,1,0,1,0,0,0,I need an invoice,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,I need a copy of an invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6d49c041-8f3f-452e-b491-597b94119aaf,0,0,1,0,1,0,0,0,I am still being charged for lightroom,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,cancel my account and get my money back i was charged again for a service I dont have or use,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6d93eec2-0915-4fe1-9211-00081ed03c91,0,0,1,0,1,0,0,0,"Hello - I am extremely concerned. Yesterday I signed up for a trial of Adobe Pro DC, paid monthly after the first week via Paypal. I received a welcome email & receipt for this transaction. This morning, I received an email from Paypal saying that an amount of $527.87 has been taken from my account by Adobe Systems Pty Ltd. I require an immediate explanation of this unauthorised payment.",Disambiguation,Something else,RESULT01:ADOBE_ID/PASSWORD SCORE01:76.98,RESULT02:PRODUCT_USAGE SCORE02:71.22,unauthorised payment,Disambiguation,BILLING,RESULT01:PAYMENT SCORE01:99.37,RESULT02:BILLING SCORE02:97.74,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6e563223-8184-4fd8-a785-d8e1b62f018d,0,0,1,0,1,0,0,0,I would like to know if there is a way to cancel my account as of today and get a refund for this months payment,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,I no longer wish to use adobe product as of today.  Would like to cancel my account as of today.  However I have already been charged for the month.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,6f00da1d-059e-4d0d-9961-63d0d555c771,0,0,0,1,1,0,0,0,Understand charges,Low Confidence,NULL,RESULT01:BILLING SCORE01:58.71,NULL,My monthly payments have increased in recent months. I previously had a student discount but now I think I'm paying full price. It is difficult as a student to make these payments. How do I get the student discount back,Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:SALES SCORE02:70.00,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,705caaf7-b25a-44fc-954d-7523bd3451e4,1,0,0,0,0,0,0,0,Cancel,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7080f43b-2b8c-43d6-be8e-78ebe9e5bef3,0,0,0,0,0,0,0,0,hola buenas tardes,NULL,NULL,NULL,NULL,por favor me puedes contestar en espa?ol,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,71497f3e-c8a4-4481-b48e-3cb9a85fb194,0,0,1,0,1,0,0,0,"Hello, could you please add to my billing adress a vat number ? which is PL 7791033837",Disambiguation,Something else,RESULT01:BILLING SCORE01:70.00,RESULT02:ACTIVATION/LICENSING SCORE02:61.35,Billing data is wrong on the invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,71593a05-3588-421e-a3bf-47011da94f54,1,0,0,0,0,0,0,0,"Hi, i am not sure, if the change of my account went on correctly. I am a Student and used to have a full service cloud for approx. 20 ?/month. My contract continued and now i was charged 30?/month. This is a too high Price for me, thats why i changed my account into the photo-version for 10?/month.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,71668dae-9a70-475b-8d44-f92bb6ebfe60,1,0,0,0,0,0,0,0,"Hi There, hope and trust that you are doing super! I just wanted to clarify on some things. I had tried the Adobe Stock trial and completely forgot to unsubscribe as I hardly even used the service.   I just got billed for an order for this month and would like to cancel it.   I have red the Adobe Subscription and Cancellation Terms and think I understand completely.   Although I did want to clarify if I call within the """"""""If you cancel within 14 days of your initial order, you?ll be fully refunded.?"""""""" seeing that this is my first order??",Disambiguation,BILLING,RESULT01:ADOBE_ID/PASSWORD SCORE01:74.08,RESULT02:BILLING SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,71850630-6260-46cc-8484-521ac92f22a5,1,0,0,0,0,0,0,0,Hi. My card was charged to renew my membership and I don't want to renew my membership. Please refund back to my credit card. My last employer paid for it and I'm not with them anymore.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,760a1ff5-4c82-4bb6-8c1e-526a8aaa96f0,1,0,0,0,0,0,0,0,I need to postpone my payment again I had to put a hold on my debit card because of a fraud charge,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,76a881a9-26d0-4343-b1a7-d221f9e439c4,1,0,0,0,0,0,0,0,I canceled my plan and then got charged $19.99. Why?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7758dfc8-38ec-4dea-9e5c-1e56ba295804,0,0,0,0,1,0,0,0,i forgot to cancel my test subscripiton,NULL,NULL,NULL,NULL,i was charged 3 times for nothing,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,794d9388-4eb0-4944-98e1-0ad5c49a155e,1,0,0,0,0,0,0,0,"Agent: I have been charged for adobe exportpdf service, but don?t think I have subscribed to this service?  I have a Lightroom CC account which I pay a monthly fee?  Please advise.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,797062a5-2bac-44b7-928d-6b0330deaf67,1,0,0,0,0,0,0,0,How do I unsubscribe from a service I payed for for a full refund.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,79eadb16-98e3-4852-b0d4-095226fc08b1,1,0,0,0,0,0,0,0,I just upgraded to the all apps plan. I previous had the photo plan and illustrator. it upgraded my photo plan but I had to cancel my illustrator plan. it said I may be charged $44 for cancelling. I upgraded to the all apps plan and obviously don't need illustrator I won't be charged that early termination fee will I?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7ae84107-573c-474e-86a8-9f1476861f70,1,0,0,0,0,0,0,0,Confused regarding my billing history,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7b1889ee-3e86-48af-9e09-0bed2e6eb4c5,1,0,0,0,0,0,0,0,I cancelled my adobe stock after the trail and I noticed my credit card has been charged since august 2018.  Please credit my account for the charges. account ADB037960154,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7b8e97b5-a2c0-4836-b7c1-52f5c17457b0,0,0,1,0,1,0,0,0,Hi - my company has been charged 2 times in a month for a long time.  The e-mail address for our account is IMFFA@imf.org.  Thank you.,High Confidence,NO,RESULT01:ADOBE_ID/PASSWORD SCORE01:69.74,NULL,Thanks for your prompt reply.  There are double charges in 1 month on our PayPal account.,Disambiguation,BILLING,RESULT01:RETENTION SCORE01:70.00,RESULT02:BILLING SCORE02:70.00,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7c296c7c-8698-4545-b42b-81abe51442b1,1,0,0,0,0,0,0,0,"im having problems with my billing. I am a university student and normally pay 19 Euro per month for the creative cloud, but i just realized ive been charged 30 euros the previous two months. as a student money is limited and this is very impactful actually to me and I was wondering if it is possible to receive this back.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7cb394e1-3b02-4a5b-938e-0a5c682ea482,0,0,0,1,1,0,0,0,also i need help finding out where the two payments are coming from?,Low Confidence,NULL,RESULT01:ADOBE_ID/PASSWORD SCORE01:67.15,NULL,Refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7d80d6bc-a334-4110-9b5d-dc37aaa8b0da,0,0,1,0,1,0,0,0,I think I downloaded Adobe Acrobat Reader DC when I meant to redownload Adobe Acrobat DC,Disambiguation,Something else,RESULT01:ADOBE_ID/PASSWORD SCORE01:69.95,RESULT02:ACTIVATION/LICENSING SCORE02:57.95,I would like a refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,7f1baa4b-4c15-406a-83f5-383083bcd1fb,1,0,0,0,0,0,0,0,i need to get refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,800f4b93-e956-4285-80ee-982b99cafda7,0,0,1,0,1,0,0,0,but it is still showing up in my plans,High Confidence,NO,RESULT01:PLAN_DETAILS SCORE01:70.00,NULL,still getting billed for my cancelled subscriptions,High Confidence,NULL,RESULT01:RETENTION SCORE01:70.00,NULL,0,End User Account Management,RET-Eng-CCI-Msg,ADB-Eng-RT-Bot->RET-Eng-CCI-Msg
BILLING,805c8ace-916c-4d68-83e9-936ecccff325,1,0,0,0,0,0,0,0,i just noticed on my bank statement that my account was charged twice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8081ef97-c7ea-421d-ac41-415ca10702ba,1,0,0,0,0,0,0,0,I am trying to print a copy of my invoice but when I hit print nothing happens,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,80a31e35-d35d-4912-9821-fc223f2273a1,0,0,1,0,1,0,0,0,"Per case # ADB-6913237-S7Y9, I had successfully cancelled my subscription; however, yesterday, my card was still charged.",High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,Can you tell me why my card was charged even though I had cancelled my subscription with Adobe per my conversation with Nidhi and per my case # ADB-6913237-S7Y9.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCT-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg->CCT-Eng-CS-Msg
BILLING,81b4b834-9025-40fc-b131-5991d8426432,1,0,0,0,0,0,0,0,An automatic renew has occurred for a product I don?t use and I am been charged 39.50 a month. This is unacceptable and on top of that to chance this is $158 - I want this membership ceased immediately with no charge. I have now been paying this for over a year and I do not want this. I am being cheated because I forgot to cease it on a specific day in January. This is ridiculous,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,85fff628-05e3-4fcc-aaea-adab788a2ebf,1,0,0,0,0,0,0,0,i got charged 2 times,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8705cbe4-156e-4a12-b420-9c68cb560a17,1,1,0,0,0,0,0,0,I have account under clinder@ecok.edu that I set up recently and just updated credit card info because of fraud on credit card.  I now need to change my email to my personal email carollinder@msn.com and it says that I already have an account under this name.  Can you help me consolidate accounts.,High Confidence,YES,RESULT01:PRODUCT_USAGE SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->DC-Eng-Acro-Msg->CCI-Eng-CS-Msg
BILLING,87b29c20-5a54-4ea9-a34c-d1511b2687e7,1,0,0,0,0,0,0,0,Billing question,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,88b5fbad-0cbe-4f1c-addf-df59a30e36c2,0,0,0,0,1,0,0,0,Overcharge,NULL,NULL,NULL,NULL,Want to understand why I am being invoiced and what I am getting?,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8957b9d9-2dd7-45a3-bad4-acc183f32cf4,1,0,0,0,0,0,0,0,"Id like to reverse an accidental charge, if possible.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,89686b7a-ba79-4ad8-89b3-4dbebfb545fe,1,1,0,0,0,0,0,0,Hi there I?m looking for help on unauthorised payment from my account,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg->TS-Eng-Photo-Msg->CCI-Eng-CS-Msg
BILLING,897e7452-7352-4f19-a647-4c54f9d002d9,1,0,0,0,0,0,0,0,I was charged $29.99 this month instead of $19.99 which I don't understand,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8a086b0c-a7ed-4d62-a59c-58960d4d353f,1,0,0,0,0,0,0,0,"I updated new credit card info already, I just want to charge it and use it for the plan I'm already set up on. I just couldnt find anywhere to charge the card and reactiviate my account",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8a524e89-ed06-43e2-9d02-3c893ed8a159,0,0,1,0,1,0,0,0,"Hello, i need to change the billing adress in bill no. DEN2019000015284 and i can't find a possibility to do order this in our account. Can you please help me how to proceed?",Disambiguation,Something else,RESULT01:BILLING SCORE01:70.00,RESULT02:ADOBE_ID/PASSWORD SCORE02:64.12,i need another invoice recipient in an invoice  ?in?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8a87375b-6605-4d82-9d5f-81331fee58f0,1,0,0,0,0,0,0,0,"Hi, I didn't have enough money in my account and Adobe couldn't make the transaction this month, I would like Adobe to retry the payment as I have added the money to the account",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8a9c638b-b957-4120-9c51-393643b56b4f,1,0,0,0,0,0,0,0,After I cancelled my subscription today you charged my credit card with 274.95 Euros. I don't understand why did this happen. I'd like to get that money back.,Disambiguation,BILLING,RESULT01:RETENTION SCORE01:100.00,RESULT02:BILLING SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8b20e7c8-d845-4529-b2ba-648a6280116a,1,0,0,0,0,0,0,0,"I recently got charged for adobe, but I cancel my subscription and I would like a refund.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8b80900f-5e28-43f9-a69d-daffcd3606cf,1,0,0,0,1,0,0,0,"Hi, I saw an for Adobe package 24.99 a month includes adobe creative cloud can you help me to match the package? I think I pay for my subscriptions separately",High Confidence,YES,RESULT01:PRODUCT_USAGE SCORE01:100.00,NULL,billing,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8f0c759b-8707-43f4-ba66-801ac292fab8,0,0,0,0,1,0,0,0,Why am I being billed $14.99?,NULL,NULL,NULL,NULL,My goal is to remove your charge of $14.99 from my visa.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,8f19fdcb-b75b-4b0b-9f8f-ca56313593d7,0,0,0,0,1,0,0,0,account,NULL,NULL,NULL,NULL,account billing and shut down,Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:PAYMENT SCORE02:53.17,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,9107d244-f05f-42fb-bb35-b8f1f197fd4e,1,0,0,0,0,0,0,0,Hello ! im a little confused on my payment plan that I currently have. I am currently I student and im only supposed to be charged 19.99 per month. last month and this month my account was charged 29.99,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,910cf6b3-1e94-4bb9-9a93-7bda8a380f6a,1,0,0,0,0,0,0,0,HI Last year I was being charged twice every month for my adobe creative. I see that once again I am being charged twice a month. can you please sort this out and reimburse me? I need it to stop. Please contact me about this. Thanks,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,9126bba9-1d9d-48c1-89dc-1646ed8a7f5c,0,0,1,0,1,0,0,0,i dont want to renew the package. so when it finishe please cancel it and don charge me any more,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,cancel,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,91f7cfc3-a7e5-4487-831d-2363338c8581,1,0,0,0,0,0,0,0,I have renewed my account with the creative cloud and app but I think the email confirmation code was deleted,Disambiguation,BILLING,RESULT01:ADOBE_ID/PASSWORD SCORE01:70.47,RESULT02:BILLING SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,93165aca-77c6-4809-a284-05c7d556ced6,1,0,0,0,0,0,0,0,"Hello, I purchased creative cloud about 2 months ago and have been having problems using it on my computer ever since. As a result, I havent used it at all and would like a refund and to cancel my current plan",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Troubleshooting,CCI-Eng-Inst-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg->CCI-Eng-Inst-Msg
BILLING,932fcc43-c98d-4252-89bd-4ce67ef854dd,1,0,0,0,0,0,0,0,I'm being charged $16.38 every month and have for over a year and I have no idea what for,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,93c15713-feff-4857-b8b9-997f7c164f32,1,0,0,0,0,0,0,0,I?m currently using abode Lightroom. I purchased the product a fair while ago. I am confused to why I am still paying for this service! It clearly states that the product cost ?120 to buy. I set up monthly payments and for some reason I am still paying for it. Think I?m due a lot of money back!,Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:SALES SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,93e214e9-4eea-4f3e-8d14-264631039a93,1,0,0,0,0,0,0,0,"Hi, You recently sent my husband Graham Fryer an email re subscription renewal.  My husband passed away last August, how do I change credit card details and put it in to my name?",Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:RETENTION SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,9471ee7d-0450-4878-806a-dd150b75e20d,1,0,0,0,0,0,0,0,I recently received the renewal notice for our Acrobat Pro DC subscription.  I just want to confirm that the City of Columbia Heights will not charged sales tax as we are tax exempt.  Thank you.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,94fbb1ad-6483-4273-a3b7-5446020f9e19,0,0,1,0,1,0,0,0,"Hi, I was told on Monday that I would be refunded for 6 months and on my account I have only been refunded for 3 months",Disambiguation,Something else,RESULT01:BILLING SCORE01:70.00,RESULT02:RETENTION SCORE02:70.00,I am supposed to be refunded for being charged on an account that was inactive,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,95867eb5-e138-4b10-9615-f73700b7ccd8,1,0,0,0,0,0,0,0,I deactivated my Creative Cloud membership in March 2018 before the price increase be cause I?felt like i?wasn't not using it enough. I ?just checked my bank account and noticed that I have been charged the $29 monthly fee 13 more times since then. I am not sure what happened but it looks like my cancellation was somehow reversed even though I had confirmed the cancellation in a timely manner before the charge window.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
